"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H2G2E3Z4","journalArticle","2020","A. D. Johnson; V. Manohar; S. B. Venkatakrishnan; J. L. Volakis","Low-Cost S-Band Reconfigurable Monopole/Patch Antenna for CubeSats","IEEE Open Journal of Antennas and Propagation","","2637-6431","10.1109/OJAP.2020.3034051","","The development of reconfigurable antennas compatible with a CubeSat form factor can aid several space missions. Often, satellite missions require multiple wireless links with the same radio, but the design of such antennas is challenging due to the mechanical constraints and the limited power aboard a CubeSat. In this article, we present a unique reconfigurable antenna concept enabled by adhesive polyimide tapes. The presented antenna can switch from a conventional patch to a monopole-like antenna with minimal actuation complexity. This reconfiguration provides choices for polarization, pattern, and gain without use of active components for size, cost and power consumption reductions. The frequency of operation is S-band (2.4 GHz), and the antenna achieves $S_{11} <; -10$ dB for both reconfiguration states. Measurements compare well with simulations in both states.","2020","2025-11-07 22:11:30","2025-11-07 22:11:30","","598-603","","","1","","IEEE Open Journal of Antennas and Propagation","","","","","","","","","","","","","","","","","","","Antenna measurements; antenna radiation patterns; Antenna radiation patterns; Antennas; CubeSat; directive antennas; Feeds; Impedance; omnidirectional antennas; patch antennas; Polyimides; satellite antennas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QF7HEISB","journalArticle","2018","S. Gao; Y. Rahmat-Samii; R. E. Hodges; X. -X. Yang","Advanced Antennas for Small Satellites","Proceedings of the IEEE","","1558-2256","10.1109/JPROC.2018.2804664","","Antenna is one of the key components onboard small satellites as its design determines the performance of all the wireless systems including telemetry, tracking and control, high-speed data downlink, navigation, intersatellite communications, intrasatellite communications, wireless power transfer, radars and sensors, etc. This paper presents a review of recent development in advanced antennas for small satellites (MiniSat, MicroSat, NanoSat, CubeSat, etc.). A number of recent examples of antennas for small satellite applications are shown and discussed. A conclusion and future development in antennas for small satellites are given in the end.","2018-03","2025-11-07 22:11:30","2025-11-07 22:11:30","","391-403","","3","106","","Proceedings of the IEEE","","","","","","","","","","","","","","","","","","","Antenna measurements; Antennas; CubeSat; Microsat; Minisat; Nanosat; Picosat; Radar antennas; Reflector antennas; Satellite antennas; small satellites; Small satellites; Space vehicles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"827I6S9C","journalArticle","2024","S. S. Carvalho; J. R. V. Reis; R. F. S. Caldeirinha","A State-of-the-Art Review on 4D Printed Antennas and Other Adaptable Designs","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3394950","","This article offers a thorough review of the current state-of-the-art in four-dimensional (4D) printed antennas and possible adaptable designs. It provides a succinct examination of various categories of materials used in three-dimensional (3D) and 4D printing, including the utilization of smart materials available in both printable and synthesized forms. The review encompasses a concise analysis of fabrication techniques, stimuli, and response behaviors applied in various types of smart materials. These materials have the potential to fabricate antennas with tunable and reconfigurable properties, including frequency of operation, bandwidth, gain, and radiation pattern. Given the novelty of applying 4D printing in antenna technologies, the review also considers additional reconfigurable antennas with mechanically tunable properties, as well as those in non-printed formats. This exploration hints at potential adaptations to the latter for the development of 4D printed antennas. The utilization of 4D printing presents a complex yet intriguing approach to antenna fabrication, offering the possibility of creating dynamic antennas with sophisticated characteristics.","2024","2025-11-07 22:11:30","2025-11-07 22:11:30","","62861-62881","","","12","","IEEE Access","","","","","","","","","","","","","","","","","","","3D printing; 4D printed antenna; 4D printing; additive manufacturing; antenna; Antennas; Fabrication; Memory; Plastics; Printing; Shape measurement; shape memory; shape memory effect antenna; smart material; Smart materials; Three-dimensional displays; Three-dimensional printing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54YL7V33","journalArticle","2022","N. Supreeyatitikul; T. Lertwiriyaprapa; M. Krairiksh; C. Phongcharoenpanich","CMA-Based Four-Element Broadband Circularly Polarized Octagonal-Ring Slot Antenna Array for S-Band Satellite Applications","IEEE Access","","2169-3536","10.1109/ACCESS.2022.3229590","","This research proposes a low-complexity and low-profile four-element circularly polarized (CP) octagonal-ring slot antenna array with sequentially-rotated feed network for S-band satellite applications. The proposed antenna array is characterized by characteristic mode analysis (CMA). One single element of the CP octagonal-ring slot antenna array consists of a C-shaped monopole on the upper layer functioning as the radiating patch; and an octagonal-ring slot patch on the lower layer functioning as the ground plane. The four elements are connected by a sequentially-rotated feed network to enhance the impedance bandwidth (IBW), axial ratio bandwidth (ARBW), and gain. Simulations are performed, and an antenna prototype is fabricated and experiments carried out. The measured IBW and ARBW at the center frequency of 2.4 GHz are 91.6% (1.8 – 4 GHz) and 84.5% (1.97 – 4 GHz), with the maximum gain of 7.8 dBic at 3.3 GHz, rendering the proposed four-element CP octagonal-ring slot antenna array with sequentially-rotated feed network operationally suitable for S-band satellite communication. The novelty of this research lies in the use of CMA to characterize the circular polarization of the octagonal-ring slot antenna array; and the sequentially-rotated feed network to enhance the IBW, ARBW, and antenna gain of the four-element CP octagonal-ring slot antenna array with sequentially-rotated feed network.","2022","2025-11-07 22:11:30","2025-11-07 22:11:30","","130825-130838","","","10","","IEEE Access","","","","","","","","","","","","","","","","","","","Antenna arrays; Antenna feeds; Antennas; characteristic mode analysis; CubeSat; impedance; Patch antennas; Satellite antennas; satellite communication; slot antennas; Slot antennas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRLPBYYR","journalArticle","2022","H. Wang; Y. B. Park; I. Park","Low-Profile Wideband Solar-Cell-Integrated Circularly Polarized CubeSat Antenna for the Internet of Space Things","IEEE Access","","2169-3536","10.1109/ACCESS.2022.3182108","","This paper proposes a low-profile wideband circularly polarized (CP) antenna using solar cell patches as radiation elements and a sequentially rotated feeding network for CubeSat applications. To realize a wide axial ratio (AR) bandwidth with a compact size, a sequentially rotated feeding network was designed by modifying a quadrature hybrid coupler and a rat-race coupler that has a small change in phase difference even when the frequency changes. A wideband CP patch array antenna was designed by combining a C-shaped slot-coupled solar cell patch in conjunction with a novel feeding network. The overall size of the proposed CP CubeSat antenna is 100  $\times 100\times7.2$  mm3 ( $0.83\,\,\lambda _{\mathrm {o}} \times 0.83\,\,\lambda _{\mathrm {o}} \times 0.06\,\,\lambda _{\mathrm {o}}$  at 2.5 GHz). Solar cells occupy 79% of the antenna area, enabling efficient energy harvesting. The −10 dB impedance bandwidth is 1.98–3.0 GHz, which is a fractional bandwidth of approximately 41.0%. The 3-dB AR and 3-dB gain bandwidths are 1.98–3.0 GHz (41.0%) and 1.82–2.98 GHz (46.6%), respectively. The proposed CP solar patch array antenna demonstrates a constant radiation pattern within the −10 dB impedance bandwidth. The proposed CubeSat antenna is suitable for use in an Internet of Space Things (IoST) autonomous communication system.","2022","2025-11-07 22:11:30","2025-11-07 22:11:30","","61451-61462","","","10","","IEEE Access","","","","","","","","","","","","","","","","","","","Antenna feeds; Antenna radiation patterns; Antennas; Circularly polarized antenna; CubeSat; CubeSat antenna; hybrid coupler; Internet of Space Things; Internet of Things; Photovoltaic cells; S-band antenna; sequentially rotated antenna; solar cell integrated antenna; Substrates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3SNPNUNF","journalArticle","2019","S. K. Podilchak; D. Comite; B. K. Montgomery; Y. Li; V. Gómez-Guillamón Buendía; Y. M. M. Antar","Solar-Panel Integrated Circularly Polarized Meshed Patch for Cubesats and Other Small Satellites","IEEE Access","","2169-3536","10.1109/ACCESS.2019.2928993","","This paper presents the design of a circularly polarized (CP) meshed patch antenna fully integrated within a solar panel for operation on CubeSats and other microsatellites. The structure has been designed to ensure optimal antenna performance at S-band as well as to minimize any shadowing effects that can reduce the received power at the solar cells. To generate CP, the antenna is driven by two orthogonal feed points, penetrating through a transparent borosilicate glass layer, as well as a silicon and PCB substrate. Simulated and measured performances, on both a preliminary FR4 design and a fully integrated prototype, demonstrate a good impedance bandwidth, satisfactorily axial ratio, as well as stable radiation patterns and minimum shadowing levels. The proposed antenna can be useful for communications between satellites as well as with the ground station, and since the structure is compact and completely integrated, the design can be an alternative approach to new-phased arrays on solar panels and other beam-steering systems.","2019","2025-11-07 22:11:30","2025-11-07 22:11:30","","96560-96566","","","7","","IEEE Access","","","","","","","","","","","","","","","","","","","circular polarization; CubeSat; Feeds; meshed patch; Patch antennas; Photovoltaic cells; Planar antennas; Solar panels; Substrates; transparent antennas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBJNWKF5","journalArticle","2021","M. Simone; M. B. Lodi; N. Curreli; S. C. Pavone; G. Mazzarella; A. Fanti","Optimized Design and Multiphysics Analysis of a Ka-Band Stacked Antenna for CubeSat Applications","IEEE Journal on Multiscale and Multiphysics Computational Techniques","","2379-8793","10.1109/JMMCT.2021.3115702","","Nowadays, the use of CubeSats for telecommunications and interplanetary missions is ever-increasing, thanks to their appealing low-cost character, as well as the space environment, which poses challenging multiphysics constraints on the antenna design. In this framework, the use of Ka-band for communication is explored. We present the design of a stacked patch antenna working across the down- and uplink Ka-bands. Materials and geometry of the radiator have been selected by accounting for the trade-off between electromagnetic, thermal and mechanical requirements. The design of the antenna is performed with a particle swarm optimization algorithm developed to control the bandwidth and matching. A bandwidth of 5.53@33.185 GHz has been obtained, with a gain around 8 dB. Furthermore, a multiphysics thermal analysis is performed to verify the operational stability of the optimized array, mounted on a 1 U satellite, in a case-study mission. The temperature patterns in the array are evaluated during the orbital period, and the influence of the operative temperature on the antenna responses and gain was considered. We found that the thermal loads can affect the antenna matching. However, thanks to the optimized design, the proposed stacked antenna can operate from −100 $^{\circ }$C to 100 $^{\circ }$C, with an almost constant gain. Finally, following a damage-tolerant approach, the level of mechanical deformation, which could be induced on the communication system, was studied. The stress analysis reveals that the stacked geometry can be used in a space mission. From the investigation of the strain and displacement field, we found a negligible impact on the antenna performance.","2021","2025-11-07 22:11:30","2025-11-07 22:11:30","","143-157","","","6","","IEEE Journal on Multiscale and Multiphysics Computational Techniques","","","","","","","","","","","","","","","","","","","Broadband antennas; CubeSat; Geometry; Ka-band; multiphysics; particle swarm optimization; Particle swarm optimization; Space vehicles; stacked antenna; Thermal analysis; thermal stresses; UHF antennas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYWRKIMY","journalArticle","2022","O. R. Alobaidi; P. Chelvanathan; S. K. Tiong; B. Bais; M. A. Uzzaman; N. Amin","Transparent Antenna for Green Communication Feature: A Systematic Review on Taxonomy Analysis, Open Challenges, Motivations, Future Directions and Recommendations","IEEE Access","","2169-3536","10.1109/ACCESS.2020.3044435","","Recent years have illustrated the significantly pervasive interest in transparent antennas. The number and the popularity of transparent antenna applications have escalated dramatically. Although antenna applications are diverse and available across multiple platforms, some of these antennas are unsuitable for practical usage, particularly in cases associated with renewable energy. As such, this study presents the review of related articles pertaining to transparent antennas across a range of platforms to identify their best practices. The methods applied in prior research work within this domain were identified. Relevant articles published between 2015 and September 2020 were gathered from four major databases: Science Direct, Web of Science (WOS), IEEE Xplore, and Scopus. The identified indicators were considered as broad and reliable to cover this field of literature. The articles (n=81) were selected based on inclusion and exclusion criteria. This paper concentrates on the present views and opportunities to further understand the research segment of transparent antenna.","2022","2025-11-07 22:11:30","2025-11-07 22:11:30","","12286-12321","","","10","","IEEE Access","","","","","","","","","","","","","","","","","","","Antennas; Films; Microwave antennas; Optical films; Optical filters; optically transparent antenna; solar energy harvesting; Systematics; Taxonomy; Transparent antenna; transparent conducting materials; transparent conductive oxides","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KSIRL5L9","journalArticle","2021","H. H. Abdullah; A. Elboushi; A. E. Gohar; E. A. Abdallah","An Improved S-Band CubeSat Communication Subsystem Design and Implementation","IEEE Access","","2169-3536","10.1109/ACCESS.2021.3066464","","In the past decade, the majority of the launched satellites have a weight exceeds 1 Ton. Its development takes a long time, high cost, and has a large risk of failure, and does not allow for testing new technologies to avoid the mission's failure. From these points of view, space-tested technologies were preferred to mitigate the risk of failure. Our goal is to build and test our own S-band communication subsystem for CubeSat. The system should be developed with reliable and compact hardware and flexible and efficient software. It consists of passive components such as the antennas and the filters and other active components. The passive components are designed, fabricated and measured while the active components are based on commercial components. In this paper, two antenna boards are designed; one board faces the earth and the other board lies on the opposite side. Each board has two antennas; transmitter and receiver antennas. The transmitter/receiver antennas are operating in the downlink /uplink at frequency bands from 2.2 GHz to 2.29 GHz and from 2.025 GHz to 2.11 GHz, respectively. This configuration keeps the communication between the CubeSat and the ground station to facilitate the de-tumbling process of the CubeSat. The second component is the filters that separate the transmitter from the receiver. The two filters have high roll off and narrow fractional bandwidth within a compact area. The transceiver system is based on the analog devices chip AD9361 controlled by zynq-7000 FPGA. The output RF signal is amplified to approach 33dBm output power to the antenna port via QORVO chip that operates in the range from 700MHz to 2700MHz. The antennas and filters are fabricated and tested where good results are noticed so that they are ready for integrating with the whole CubeSat communication subsystem.","2021","2025-11-07 22:11:30","2025-11-07 22:11:30","","45123-45136","","","9","","IEEE Access","","","","","","","","","","","","","","","","","","","Antennas; Bandwidth; CubeSat; Dipole antennas; Faces; FPGA; hairpin filter; Receiving antennas; S-band antenna; satellite; transceiver system; Transmitting antennas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS87BU3M","journalArticle","2021","S. Abulgasem; F. Tubbal; R. Raad; P. I. Theoharis; S. Lu; S. Iranmanesh","Antenna Designs for CubeSats: A Review","IEEE Access","","2169-3536","10.1109/ACCESS.2021.3066632","","Cube Satellites, aka CubeSats, are a class of nano satellites that have gained popularity recently, especially for those that consider CubeSats as an emerging alternative to conventional satellites for space programs. This is because they are cost-effective, and they can be built using commercial off-the-shelf components. Moreover, CubeSats can communicate with each other in space and ground stations to carry out many functions such as remote sensing (e.g., land imaging, education), space research, wide area measurements and deep space communications. Consequently, communications between CubeSats and ground stations is critical. Any antenna design for a CubeSat needs to meet size and weight restrictions while yielding good antenna radiation performance. To date, a limited number of works have surveyed, compared and categorised the proposed antenna designs for CubeSats based on their operating frequency bands. To this end, this paper contributes to the literature by focusing on different antenna types with different operating frequency bands that are proposed for CubeSat applications. This paper reviews 48 antenna designs, which include 18 patch antennas, 5 slot antennas, 4 dipole and monopole antennas, 3 reflector antennas, 3 reflectarray antennas, 5 helical antennas, 2 metasurface antennas and 3 millimeter and sub-millimeter wave antennas. The current CubeSat antenna design challenges and design techniques to address these challenges are discussed. In addition, we classify these antennas according to their operating frequency bands, e.g., VHF, UHF, L, S, C, X, Ku, K/Ka, W and mm/sub-mm wave bands and provide an extensive qualitative comparison in terms of their size, -10 dB bandwidths, gains, reflection coefficients, and deployability. The suitability of different antenna types for different applications as well as the future trends for CubeSat antennas are also presented.","2021","2025-11-07 22:11:30","2025-11-07 22:11:30","","45289-45324","","","9","","IEEE Access","","","","","","","","","","","","","","","","","","","Antennas; CubeSat; CubeSats; dipole antennas; gain; Gain; helical antennas; Helical antennas; planar antennas; radiation patterns; reflect array antennas; reflection coefficient; Reflector antennas; Satellites; Slot antennas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6ZNGFLQ","journalArticle","2025","B. Karibayev; T. Namazbayev; G. Ikhsan; B. Kozhakhmetova; S. Arzykulov","Frequency-Based Classification of Practical CubeSat Antennas: A Review","IEEE Access","","2169-3536","10.1109/ACCESS.2025.3620808","","Small spacecraft in the CubeSat format has rapidly evolved from educational tools into fully functional satellites supporting a wide range of scientific and commercial missions. Antennas, as key components of the CubeSat communication subsystem, must be designed under strict constraints regarding size, mass, and power consumption. This review article presents a frequency-oriented classification of antennas developed and studied for CubeSat platforms over the past decade, covering frequency ranges from very high frequency (VHF) to millimeter waves. The operating frequency is considered the primary factor that determines the antenna’s geometry, radiation characteristics, and suitability for mission objectives. The review focuses exclusively on experimentally realized and partially tested antenna designs, excluding projects that exist only as simulations or theoretical concepts. For each frequency band, typical antenna solutions, deployment mechanisms, and integration methods are examined in light of mission requirements and CubeSat form-factor constraints. In addition, a bibliometric analysis is provided to highlight trends in scientific publications and technological developments across the frequency spectrum. The classification proposed in this review serves as a practical guide and assistance in evaluating existing solutions for researchers, developers, and engineers in selecting and designing antennas for CubeSat missions.","2025","2025-11-07 22:11:30","2025-11-07 22:11:30","","178112-178147","","","13","","IEEE Access","","","","","","","","","","","","","","","","","","","Antenna; Antenna arrays; antenna characteristics; antenna design; antenna prototype; Antennas; cubesat; CubeSat; Dipole antennas; frequency bands; Helical antennas; Horn antennas; payload; Reflector antennas; Reviews; Satellite antennas; satellite communication subsystem; Slot antennas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5DUB8TME","journalArticle","2023","N. Meirambekuly; B. A. Karibayev; T. A. Namazbayev; G. -G. A. E. Ibrayev; S. O. Orynbassar; S. A. Ivanovich; A. A. Temirbayev","A High Gain Deployable L/S Band Conical Helix Antenna Integrated With Optical System for Earth Observation CubeSats","IEEE Access","","2169-3536","10.1109/ACCESS.2023.3253556","","In this study, a new spiral dual-band antenna integrated with an optical system for a small CubeSat spacecraft was proposed. It is challenging to design an antenna with a limited space on a CubeSat platform. To improve the space utilization, an antenna was designed based on the concept of not occupying the sides of the CubeSat. A feature of the proposed antenna system is its compactness, dual-band operation in the L- and S-bands, and possibility of integration with spacecraft cameras. As a result of the study, reflection coefficients of −18 dB and −23 dB and gain of 6.8 dBi and 7.4 dBi, respectively, were achieved at resonant frequencies of 1.7 GHz and 2.45 GHz. The conical shape of the spiral antenna allows the optical system to increase the coverage area, and a simple deployment system with feedback ensures the mission safety. These properties make the proposed antenna suitable for CubeSat systems.","2023","2025-11-07 22:11:30","2025-11-07 22:11:30","","23097-23106","","","11","","IEEE Access","","","","","","","","","","","","","","","","","","","Antennas; Cameras; CubeSat; CubeSat antenna; dual-band antenna; earth observation; Helical antennas; helix antenna; Resonant frequency; Space vehicles; Spirals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9PV8CXJ","journalArticle","2020","X. Zhang; F. Sun; G. Zhang; L. Hou","Compact UHF/VHF Monopole Antennas for CubeSats Applications","IEEE Access","","2169-3536","10.1109/ACCESS.2020.3008540","","In this paper, two compact monopole antennas working at 149 MHz (VHF) and 398 MHz (UHF) are proposed for CubeSats applications. Two monopole antennas are integrated on a double layer ceramic substrate. The overall dimensions of the folded antenna are 101 mm  $\times 40$  mm  $\times 8.9$  mm which is very small. Meander-line technique and foldable structure are proposed to achieve a compact design. The introduction of decoupling structure solves the problem of high coupling caused by small size. Computer simulations and measurements are conducted. The results demonstrate that the proposed design is a very promising candidate for CubeSats applications.","2020","2025-11-07 22:11:30","2025-11-07 22:11:30","","133360-133366","","","8","","IEEE Access","","","","","","","","","","","","","","","","","","","Antenna measurements; Couplings; CubeSats; decoupling structure; Dipole antennas; foldable structure; meander-line; monopole antenna; Satellite antennas; UHF antennas; UHF/VHF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Z8LFQB4","journalArticle","2024","J. Andrés Vásquez-Peralvo; J. Querol; F. Ortíz; J. Luis González Rios; E. Lagunas; L. Manuel Garcés-Socorrás; J. Carlos Merlano Duncan; M. O. K. Mendonça; S. Chatzinotas","Multibeam Beamforming for Direct Radiating Arrays in Satellite Communications Using Genetic Algorithm","IEEE Open Journal of the Communications Society","","2644-125X","10.1109/OJCOMS.2024.3385021","","Recent advancements in onboard satellite communication have enhanced the capability of dynamically modifying the radiation pattern of a Direct Radiating Array (DRA). This is crucial not only for conventional communication satellites like Geostationary Orbit (GEO) but also for those in lower orbits such as Low Earth Orbit (LEO). Key design factors include the number of beams, beamwidth, Effective Isotropic Radiated Power (EIRP), and Side Lobe Level (SLL) for each beam. However, a challenge arises in multibeam scenarios when trying to simultaneously meet requirements for the aforementioned design factors which are reflected as uneven power distribution. This leads to over-saturation, especially in centrally located antenna elements due to the activation times per beam, commonly referred to as activation instances. In response to this challenge, this paper presents a method to balance the activation instances across antenna elements for each required beam. Our focus is on beams operating at 19 GHz on a CubeSat positioned 500 km above the Earth’s surface. We introduce a Genetic Algorithm (GA)-based algorithm to optimize the beamforming coefficients by modulating the amplitude component of the weight matrix for each antenna element. A key constraint of this algorithm is a limit on activation instances per element, which avoids over-saturation in the Radio Frequency (RF) chain. Additionally, the algorithm accommodates beam requirements such as beamwidth, SLL, pointing direction, and total available power. With the previous key design factors, the algorithm will optimize the required genes to address the desired beam characteristics and constraints. We tested the algorithm’s effectiveness in three scenarios using an  $8\times 8$  DRA patch antenna with circular polarization, arranged in a triangular lattice. The results demonstrate that our algorithm not only meets the required beam pattern specifications but also ensures a uniform activation distribution across the antenna array.","2024","2025-11-07 22:11:30","2025-11-07 22:11:30","","2343-2357","","","5","","IEEE Open Journal of the Communications Society","","","","","","","","","","","","","","","","","","","Antenna arrays; Antenna radiation patterns; Antennas; beamforming; CubeSat; direct radiating array; Earth; Phased arrays; satellite communications; Satellites","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUIRDYEC","journalArticle","2023","D. You; X. Wang; H. Herdian; X. Fu; H. Lee; M. Ide; C. D. Gomez; Z. Li; J. Mayeda; D. Awaji; J. Pang; H. Sakamoto; K. Okada; A. Shirane","A Ka-Band Deployable Active Phased Array Transmitter Fabricated on 4-Layer Liquid Crystal Polymer Substrate for Small-Satellite Mount","IEEE Access","","2169-3536","10.1109/ACCESS.2023.3291814","","Lightweight and deployable phased arrays are important in Small-Satellite (Small-Sat) constellation systems to reduce price and increase link distance. This article proposes a Ka-band deployable active phased-array TX on a 4-layer liquid crystal polymer (LCP) board for a lightweight and high stowage rate solution to break through the trade-off between high antenna aperture size and small form factor in phased arrays. This article describes detailed designs of the phased array and its building blocks with the proposed 4-layer LCP substrate structure. Assembled with the beamformer ICs (BFIC), a Ka-band  $8 \times 4$ -element deployable active phased-array TX on the 4-layer LCP substrate is fabricated. The proposed deployable phased-array TX can steer the beam from −50° to 50°. The phased-array TX can drive 32-APSK DVB-S2 signal with a −28.7 dB EVM as well, revealing that the deployable phased-array TX performs with high phased-array performance. Furthermore, the TX achieved the lightest and thinnest phased array with 0.96 kg/m2 areal mass and 0.9 mm thickness. This groundbreaking research sets the stage for the realization of affordable and user-centric satellite communication (SATCOM) in low-earth orbit (LEO).","2023","2025-11-07 22:11:30","2025-11-07 22:11:30","","69522-69535","","","11","","IEEE Access","","","","","","","","","","","","","","","","","","","5G; 5G mobile communication; Antennas; Arrays; Deployable; Flexible printed circuits; liquid crystal polymer (LCP); Liquid crystal polymers; Low earth orbit satellites; phased array; Phased arrays; Satellite communication; satellite communication (SATCOM); Satellites; Small satellites; small-satellite; Substrates; transmitter (TX)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CB694NLZ","journalArticle","2024","A. J. Rubio; A. -S. Kaddour; S. V. Georgakopoulos","Dual-Band Transmitarray Antenna for Simultaneous Uplink/Downlink Communications in Small Satellite Applications","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3489584","","This paper presents a flat-panel dual-band transmitarray antenna (TA) with linear polarization designed for concurrent uplink (29 GHz) and downlink (19 GHz) satellite communications. The TA features a low-profile and lightweight microstrip aperture (103.4 mm  $\times 103.4$  mm  $\times 1.7$  mm), coupled with a commercial-off-the-shelf horn antenna for excitation. Our novel TA element is carefully designed to achieve high-efficiency transmission and independent phase control in both operating bands, while ensuring that its features can be fabricated using standard PCB manufacturing techniques. Additionally, by arranging the phase tuning mechanism for each band on opposite sides of the aperture, space is created to accommodate DC biasing circuitry for electronic beam scanning applications in future iterations of the design. A passive prototype of the TA was fabricated using conventional PCB and additive manufacturing techniques. The TA’s performance was validated with measurements that demonstrated high gain (22.9 dBi and 20.2 dBi), aperture efficiency (15.4% and 19.3%), and 1-dB gain bandwidth (4.3% and 13.4%) in the respective operating bands (29 and 19 GHz). With its cost-effectiveness, lightweight design, and rapid deployment capability, the proposed TA offers an efficient solution for establishing wireless communications in remote locations, making it ideal for tactical, work-site, and small satellite applications.","2024","2025-11-07 22:11:30","2025-11-07 22:11:30","","162581-162594","","","12","","IEEE Access","","","","","","","","","","","","","","","","","","","Aperture antennas; Bandwidth; Broadband antennas; Dual band; dual-band; Microstrip; Microstrip antennas; Mutual coupling; Satellite antennas; satellite communications; Satellite communications; Small satellites; Transmitarray; Transmitting antennas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29WVYQDL","journalArticle","2025","S. Z. Khan; Y. M. O. Abbas; E. Edwar; A. -H. Jallad; A. Camps","An SDR-Based GNSS-R CubeSat Payload: Hardware Development and Optimization of the Onboard Processing","IEEE Access","","2169-3536","10.1109/ACCESS.2025.3546358","","Recent developments in high-performance Software Defined Radios (SDRs) and their utilization in CubeSat payloads are transforming Earth Observation (EO), including Microwave Radiometers, Global Navigation and Satellite System – Radio Occultations (GNSS-RO), and – Reflectometry (GNSS-R). In recent years, GNSS-R has been increasingly used in land and marine environmental monitoring, with applications expanding to other emerging fields in EO. The so called Delay Doppler Map (DDM) is the primary observable of GNSS-R receivers, providing information on surface properties, i.e. dielectric constant and surface roughness. Efficient on-board processing is essential in CubeSat-based GNSS-R missions, due to the large volume of raw data and the constraints of limited downlink bandwidth. However, limited on-board computational resources present challenges, as DDM generation requires intensive Fast Fourier Transform (FFT) operations. This study presents the design and development of a cost-effective and compact 0.5U GNSS-R CubeSat payload that optimizes the GNSS-R data processing technique by using the auxiliary data from the reference signals, such as Pseudo-Random Noise (PRN) codes, and their Doppler frequencies in order to reduce the search space. This way the payload selectively processes the raw data, significantly reducing the computational load. The payload processing unit is implemented in Analog Devices ADRV9364 with a dual-core ARM Cortex-A9 processor with a Zynq-7000 Field-Programmable Gate Array (FPGA).","2025","2025-11-07 22:11:30","2025-11-07 22:11:30","","56045-56052","","","13","","IEEE Access","","","","","","","","","","","","","","","","","","","Antenna arrays; CubeSat; CubeSats; delay Doppler map (DDM); Doppler effect; Global navigation satellite system; Global Positioning System; GNSS-R; Instruments; interferometry; optimization; Payloads; Receiving antennas; reflectometry; Satellite broadcasting; SAW filters; software defined radios (SDRs)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
